Species,FlowerID,Trait
Saussurea baoxingensis,F05614,I
Saussurea baroniana,F05615,I
Saussurea bartholomewii,F05616,I
Saussurea bella,F05617,I
Saussurea bhutanensis,F05618,I
Saussurea bhutkesh,F05619,I
Saussurea bijiangensis,F05620,I
Saussurea blanda,F05621,I
Saussurea bogedaensis,F05622,I
Saussurea brachylepis,F05623,I
Saussurea bracteata,F05624,I
Saussurea brunneopilosa,F05625,I
Saussurea bullata,F05626,I
Saussurea bullockii,F05627,I
Saussurea cana,F05628,I
Saussurea candolleana,F05629,I
Saussurea canescens,F05630,I
Saussurea carduiformis,F05631,I
Saussurea caudata,F05632,I
Saussurea cauloptera,F05633,I
Saussurea centiloba,F05634,I
Saussurea ceterach,F05635,I
Saussurea chetchozensis,F05636,I
Saussurea chinduensis,F05637,I
Saussurea chinensis,F05638,I
Saussurea chingiana,F05639,I
Saussurea chinnampoensis,F05640,I
Saussurea chondrilloides,F05641,I
Saussurea chrysanthemoides,F05642,I
Saussurea ciliaris,F05643,I
Saussurea cinerea,F05644,I
Saussurea cochleariifolia,F05645,I
Saussurea colpodes,F05646,I
Saussurea columnaris,F05647,I
Saussurea compta,F05648,I
Saussurea conaensis,F05649,I
Saussurea conyzoides,F05650,I
Saussurea cordifolia,F05651,I
Saussurea coriacea,F05652,I
Saussurea coriolepis,F05653,I
Saussurea coronata,F05654,I
Saussurea daurica,F05655,I
Saussurea delavayi,F05656,I
Saussurea depsangensis,F05657,I
Saussurea deserticola,F05658,I
Saussurea dielsiana,F05659,I
Saussurea dimorphaea,F05660,I
Saussurea dolichopoda,F05661,I
Saussurea donkiah,F05662,I
Saussurea dschungdienensis,F05663,I
Saussurea dulongjiangensis,F05664,I
Saussurea dzeurensis,F05665,I
Saussurea elata,F05666,I
Saussurea elegans,F05667,I
Saussurea elliptica,F05668,I
Saussurea epilobioides,F05669,I
Saussurea eriocephala,F05670,I
Saussurea eriostemon,F05671,I
Saussurea erubescens,F05672,I
Saussurea euodonta,F05673,I
Saussurea famintziniana,F05674,I
Saussurea fargesii,F05675,I
Saussurea firma,F05676,I
Saussurea fistulosa,F05677,I
Saussurea flaccida,F05678,I
Saussurea flexuosa,F05679,I
Saussurea frondosa,F05680,I
Saussurea fuscipappa,F05681,I
Saussurea georgei,F05682,I
Saussurea glabrescens,F05683,I
Saussurea glacialis,F05684,I
Saussurea glandulosa,F05685,I
Saussurea glandulosissima,F05686,I
Saussurea globosa,F05687,I
Saussurea gnaphalodes,F05688,I
Saussurea gongriensis,F05689,I
Saussurea gossipiphora,F05690,I
Saussurea graciliformis,F05691,I
Saussurea graminea,F05692,I
Saussurea graminifolia,F05693,I
Saussurea grandiceps,F05694,I
Saussurea grandifolia,F05695,I
Saussurea grosseserrata,F05696,I
Saussurea grubovii,F05697,I
Saussurea gyacaensis,F05698,I
Saussurea gymnocephala,F05699,I
Saussurea habashanensis,F05700,I
Saussurea hemsleyi,F05701,I
Saussurea hengduanshanensis,F05702,I
Saussurea henryi,F05703,I
Saussurea hieracioides,F05704,I
Saussurea hookeri,F05705,I
Saussurea huashanensis,F05706,I
Saussurea hultenii,F05707,I
Saussurea hwangshanensis,F05708,I
Saussurea hylophila,F05709,I
Saussurea incisa,F05710,I
Saussurea integrifolia,F05711,I
Saussurea inversa,F05712,I
Saussurea involucrata,F05713,I
Saussurea iodoleuca,F05714,I
Saussurea iodostegia,F05715,I
Saussurea japonica,F05716,I
Saussurea jindongensis,F05717,I
Saussurea jiulongensis,F05718,I
Saussurea jurineoides,F05719,I
Saussurea kansuensis,F05720,I
Saussurea kanzanensis,F05721,I
Saussurea kaschgarica,F05722,I
Saussurea katochaete,F05723,I
Saussurea kawakarpo,F05724,I
Saussurea khunjerabensis,F05725,I
Saussurea kingii,F05726,I
Saussurea kiraisiensis,F05727,I
Saussurea komarnitzkii,F05728,I
Saussurea krylovii,F05729,I
Saussurea kungii,F05730,I
Saussurea laciniata,F05731,I
Saussurea lacostei,F05732,I
Saussurea ladyginii,F05733,I
Saussurea lampsanifolia,F05734,I
Saussurea langpoensis,F05735,I
Saussurea laniceps,F05736,I
Saussurea larionowii,F05737,I
Saussurea latifolia,F05738,I
Saussurea lavrenkoana,F05739,I
Saussurea leclerei,F05740,I
Saussurea leiocarpa,F05741,I
Saussurea leontodontoides,F05742,I
Saussurea leptolepis,F05743,I
Saussurea leucoma,F05744,I
Saussurea leucophylla,F05745,I
Saussurea lhozhagensis,F05746,I
Saussurea lhunzensis,F05747,I
Saussurea lhunzhubensis,F05748,I
Saussurea liangshanensis,F05749,I
Saussurea licentiana,F05750,I
Saussurea limprichtii,F05751,I
Saussurea lingulata,F05752,I
Saussurea lomatolepis,F05753,I
Saussurea longifolia,F05754,I
Saussurea loriformis,F05755,I
Saussurea luae,F05756,I
Saussurea lyratifolia,F05757,I
Saussurea macrota,F05758,I
Saussurea mae,F05759,I
Saussurea malitiosa,F05760,I
Saussurea manshurica,F05761,I
Saussurea maximowiczii,F05762,I
Saussurea medusa,F05763,I
Saussurea megacephala,F05764,I
Saussurea megaphylla,F05765,I
Saussurea melanotricha,F05766,I
Saussurea merinoi,F05767,I
Saussurea micradenia,F05768,I
Saussurea minuta,F05769,I
Saussurea minutiloba,F05770,I
Saussurea mongolica,F05771,I
Saussurea montana,F05772,I
Saussurea morifolia,F05773,I
Saussurea mucronulata,F05774,I
Saussurea muliensis,F05775,I
Saussurea multiloba,F05776,I
Saussurea mutabilis,F05777,I
Saussurea namikawae,F05778,I
Saussurea nana,F05779,I
Saussurea nematolepis,F05780,I
Saussurea neofranchetii,F05781,I
Saussurea neoserrata,F05782,I
Saussurea nigrescens,F05783,I
Saussurea nimborum,F05784,I
Saussurea nishiokae,F05785,I
Saussurea nivea,F05786,I
Saussurea nyalamensis,F05787,I
Saussurea nyingchiensis,F05788,I
Saussurea oblongifolia,F05789,I
Saussurea obvallata,F05790,I
Saussurea odontolepis,F05791,I
Saussurea oligantha,F05792,I
Saussurea oligocephala,F05793,I
Saussurea orgaadayi,F05794,I
Saussurea ovata,F05795,I
Saussurea ovatifolia,F05796,I
Saussurea pachyneura,F05797,I
Saussurea pagriensis,F05798,I
Saussurea paleacea,F05799,I
Saussurea paleata,F05800,I
Saussurea parviflora,F05801,I
Saussurea paucijuga,F05802,I
Saussurea paxiana,F05803,I
Saussurea pectinata,F05804,I
Saussurea peduncularis,F05805,I
Saussurea petrovii,F05806,I
Saussurea phaeantha,F05807,I
Saussurea picridifolia,F05808,I
Saussurea pilinophylla,F05809,I
Saussurea pinetorum,F05810,I
Saussurea pinnatidentata,F05811,I
Saussurea platypoda,F05812,I
Saussurea polycephala,F05813,I
Saussurea polycolea,F05814,I
Saussurea polygonifolia,F05815,I
Saussurea polypodioides,F05816,I
Saussurea poochlamys,F05817,I
Saussurea popovii,F05818,I
Saussurea populifolia,F05819,I
Saussurea porphyroleuca,F05820,I
Saussurea pratensis,F05821,I
Saussurea prostrata,F05822,I
Saussurea przewalskii,F05823,I
Saussurea pseudoalpina,F05824,I
Saussurea pseudobullockii,F05825,I
Saussurea pseudoeriostemon,F05826,I
Saussurea pseudograminea,F05827,I
Saussurea pseudojiulongensis,F05828,I
Saussurea pseudoleucoma,F05829,I
Saussurea pseudolingulata,F05830,I
Saussurea pseudomalitiosa,F05831,I
Saussurea pseudoplatyphyllaria,F05832,I
Saussurea pseudorockii,F05833,I
Saussurea pseudosalsa,F05834,I
Saussurea pseudosimpsoniana,F05835,I
Saussurea pseudotridactyla,F05836,I
Saussurea pseudoyunnanensis,F05837,I
Saussurea pteridophylla,F05838,I
Saussurea pubescens,F05839,I
Saussurea pubifolia,F05840,I
Saussurea pulchella,F05841,I
Saussurea pulchra,F05842,I
Saussurea pulvinata,F05843,I
Saussurea pulviniformis,F05844,I
Saussurea pumila,F05845,I
Saussurea purpurascens,F05846,I
Saussurea qamdoensis,F05847,I
Saussurea quercifolia,F05848,I
Saussurea recurvata,F05849,I
Saussurea retroserrata,F05850,I
Saussurea robusta,F05851,I
Saussurea rockii,F05852,I
Saussurea romuleifolia,F05853,I
Saussurea rotundifolia,F05854,I
Saussurea runcinata,F05855,I
Saussurea sagittifolia,F05856,I
Saussurea salemannii,F05857,I
Saussurea salicifolia,F05858,I
Saussurea saligna,F05859,I
Saussurea salsa,F05860,I
Saussurea salwinensis,F05861,I
Saussurea scabrida,F05862,I
Saussurea schanginiana,F05863,I
Saussurea schlagintweitii,F05864,I
Saussurea schultzii,F05865,I
Saussurea semiamplexicaulis,F05866,I
Saussurea semifasciata,F05867,I
Saussurea semilyrata,F05868,I
Saussurea septentrionalis,F05869,I
Saussurea sericea,F05870,I
Saussurea shangrilaensis,F05871,I
Saussurea shuiluoensis,F05872,I
Saussurea sichuanica,F05873,I
Saussurea sikkimensis,F05874,I
Saussurea simpsoniana,F05875,I
Saussurea sinuata,F05876,I
Saussurea smithiana,F05877,I
Saussurea sobarocephala,F05878,I
Saussurea sobarocephaloides,F05879,I
Saussurea sordida,F05880,I
Saussurea souliei,F05881,I
Saussurea spatulifolia,F05882,I
Saussurea stella,F05883,I
Saussurea stricta,F05884,I
Saussurea subtriangulata,F05885,I
Saussurea subulata,F05886,I
Saussurea subulisquama,F05887,I
Saussurea sugongii,F05888,I
Saussurea sunhangii,F05889,I
Saussurea superba,F05890,I
Saussurea sutchuenensis,F05891,I
Saussurea sylvatica,F05892,I
Saussurea taipaiensis,F05893,I
Saussurea tangutica,F05894,I
Saussurea taraxacifolia,F05895,I
Saussurea tatsienensis,F05896,I
Saussurea tenerifolia,F05897,I
Saussurea thomsonii,F05898,I
Saussurea thoroldii,F05899,I
Saussurea tianshuiensis,F05900,I
Saussurea tibetica,F05901,I
Saussurea tomentosa,F05902,I
Saussurea topkegolensis,F05903,I
Saussurea triangulata,F05904,I
Saussurea tridactyla,F05905,I
Saussurea tsoongii,F05906,I
Saussurea tunglingensis,F05907,I
Saussurea turgaiensis,F05908,I
Saussurea uliginosa,F05909,I
Saussurea umbrosa,F05910,I
Saussurea undulata,F05911,I
Saussurea uniflora,F05912,I
Saussurea ussuriensis,F05913,I
Saussurea variiloba,F05914,I
Saussurea veitchiana,F05915,I
Saussurea velutina,F05916,I
Saussurea vestita,F05917,I
Saussurea vestitiformis,F05918,I
Saussurea virgata,F05919,I
Saussurea wardii,F05920,I
Saussurea wellbyi,F05921,I
Saussurea wenchengiae,F05922,I
Saussurea wernerioides,F05923,I
Saussurea wettsteiniana,F05924,I
Saussurea woodiana,F05925,I
Saussurea xianrendongensis,F05926,I
Saussurea xiaojinensis,F05927,I
Saussurea xinjiangensis,F05928,I
Saussurea yabulaiensis,F05929,I
Saussurea yangii,F05930,I
Saussurea yanyuanensis,F05931,I
Saussurea yilingii,F05932,I
Saussurea yiwuensis,F05933,I
Saussurea yui,F05934,I
Saussurea yunnanensis,F05935,I
Saussurea zayuensis,F05936,I
Saussurea zhuxiensis,F05937,I
Saussurea zogangensis,F05938,I
Schischkinia albispina,F05939,I
Schkuhria pinnata,F05940,I
Sclerocarpus africanus,F05941,I
Scorzonera albicaulis,F05942,I
Scorzonera aniana,F05943,I
Scorzonera curvata,F05944,I
Scorzonera iliensis,F05945,I
Scorzonera luntaiensis,F05946,I
Scorzonera manshurica,F05947,I
Scorzonera pamirica,F05948,I
Scorzonera parviflora,F05949,I
Scorzonera radiata,F05950,I
Scorzonera sericeolanata,F05951,I
Scorzonera sinensis,F05952,I
Scorzonera songorica,F05953,I
Scorzonera transiliensis,F05954,I
Senecio actinotus,F05955,I
Senecio acutipinnus,F05956,I
Senecio albopurpureus,F05957,I
Senecio arachnanthus,F05958,I
Senecio asperifolius,F05959,I
Senecio atrofuscus,F05960,I
Senecio biligulatus,F05961,I
Senecio cannabifolius,F05962,I
Senecio changii,F05963,I
Senecio chungtienensis,F05964,I
Senecio cinarifolius,F05965,I
Senecio coriaceisquamus,F05966,I
Senecio densiserratus,F05967,I
Senecio desfontainei,F05968,I
Senecio diversipinnus,F05969,I
Senecio dodrans,F05970,I
Senecio drukensis,F05971,I
Senecio dubitabilis,F05972,I
Senecio exul,F05973,I
Senecio faberi,F05974,I
Senecio filifer,F05975,I
Senecio fukienensis,F05976,I
Senecio graciliflorus,F05977,I
Senecio humbertii,F05978,I
Senecio inaequidens,F05979,I
Senecio kongboensis,F05980,I
Senecio krascheninnikovii,F05981,I
Senecio kuanshanensis,F05982,I
Senecio kumaonensis,F05983,I
Senecio lhasaensis,F05984,I
Senecio liangshanensis,F05985,I
Senecio lijiangensis,F05986,I
Senecio lingianus,F05987,I
Senecio megalanthus,F05988,I
Senecio morrisonensis,F05989,I
Senecio muliensis,F05990,I
Senecio multilobus,F05991,I
Senecio nemorensis,F05992,I
Senecio nigrocinctus,F05993,I
Senecio nodiflorus,F05994,I
Senecio obtusatus,F05995,I
Senecio oryzetorum,F05996,I
Senecio pseudoarnica,F05997,I
Senecio pseudodensiserratus,F05998,I
Senecio pseudomairei,F05999,I
Senecio pteridophyllus,F06000,I
Senecio royleanus,F06001,I
Senecio saussureoides,F06002,I
Senecio scandens,F06003,I
Senecio spathiphyllus,F06004,I
Senecio stauntonii,F06005,I
Senecio subdentatus,F06006,I
Senecio tarokoensis,F06007,I
Senecio thianschanicus,F06008,I
Senecio tricuspis,F06009,I
Senecio vulgaris,F06010,I
Senecio wightii,F06011,I
Senecio yungningensis,F06012,I
Seriphidium amoenum,F06013,I
Seriphidium aucheri,F06014,I
Seriphidium borotalense,F06015,I
Seriphidium brevifolium,F06016,I
Seriphidium cinum,F06017,I
Seriphidium compactum,F06018,I
Seriphidium fedtschenkoanum,F06019,I
Seriphidium ferganense,F06020,I
Seriphidium finitum,F06021,I
Seriphidium gracilescens,F06022,I
Seriphidium grenardii,F06023,I
Seriphidium heptapotamicum,F06024,I
Seriphidium issykkulense,F06025,I
Seriphidium junceum,F06026,I
Seriphidium karatavicum,F06027,I
Seriphidium kaschgaricum,F06028,I
Seriphidium korovinii,F06029,I
Seriphidium lehmannianum,F06030,I
Seriphidium minchunense,F06031,I
Seriphidium mongolorum,F06032,I
Seriphidium nitrosum,F06033,I
Seriphidium rhodanthum,F06034,I
Seriphidium santolinum,F06035,I
Seriphidium sawanense,F06036,I
Seriphidium schrenkianum,F06037,I
Seriphidium semiaridum,F06038,I
Seriphidium sublessingianum,F06039,I
Seriphidium terrae-albae,F06040,I
Seriphidium thomsonianum,F06041,I
Seriphidium transiliense,F06042,I
Serratula coronata,F06043,I
Shangwua denticulata,F06044,I
Sheareria nana,F06045,I
Sigesbeckia glabrescens,F06046,I
Sigesbeckia orientalis,F06047,I
Sigesbeckia pubescens,F06048,I
Silybum marianum,F06049,I
Sinacalia davidii,F06050,I
Sinacalia macrocephala,F06051,I
Sinacalia tangutica,F06052,I
Sinoleontopodium lingianum,F06053,I
Sinosenecio albonervius,F06054,I
Sinosenecio baojingensis,F06055,I
Sinosenecio bodinieri,F06056,I
Sinosenecio changii,F06057,I
Sinosenecio chienii,F06058,I
Sinosenecio confervifer,F06059,I
Sinosenecio cyclaminifolius,F06060,I
Sinosenecio denticulatus,F06061,I
Sinosenecio dryas,F06062,I
Sinosenecio eriopodus,F06063,I
Sinosenecio euosmus,F06064,I
Sinosenecio fangianus,F06065,I
Sinosenecio fanjingshanicus,F06066,I
Sinosenecio globiger,F06067,I
Sinosenecio guangxiensis,F06068,I
Sinosenecio hederifolius,F06069,I
Sinosenecio homogyniphyllus,F06070,I
Sinosenecio hunanensis,F06071,I
Sinosenecio hupingshanensis,F06072,I
Sinosenecio jiangxiensis,F06073,I
Sinosenecio jishouensis,F06074,I
Sinosenecio jiuhuashanicus,F06075,I
Sinosenecio jiuzhaigouensis,F06076,I
Sinosenecio latouchei,F06077,I
Sinosenecio leiboensis,F06078,I
Sinosenecio ligularioides,F06079,I
Sinosenecio minshanicus,F06080,I
Sinosenecio nanchuanicus,F06081,I
Sinosenecio oldhamianus,F06082,I
Sinosenecio ovatifolius,F06083,I
Sinosenecio palmatisectus,F06084,I
Sinosenecio peltatus,F06085,I
Sinosenecio phalacrocarpoides,F06086,I
Sinosenecio phalacrocarpus,F06087,I
Sinosenecio pingwuensis,F06088,I
Sinosenecio qii,F06089,I
Sinosenecio rotundifolius,F06090,I
Sinosenecio saxatilis,F06091,I
Sinosenecio septilobus,F06092,I
Sinosenecio sichuanicus,F06093,I
Sinosenecio subcoriaceus,F06094,I
Sinosenecio subrosulatus,F06095,I
Sinosenecio sungpanensis,F06096,I
Sinosenecio trinervius,F06097,I
Sinosenecio villifer,F06098,I
Sinosenecio wuyiensis,F06099,I
Sinosenecio yangii,F06100,I
Sinosenecio yilingii,F06101,I
Sinoseris changii,F06102,I
Sinoseris muliensis,F06103,I
Sinoseris scandens,F06104,I
Smallanthus sonchifolia,F06105,I
Smallanthus sonchifolius,F06106,I
Smallanthus uvedalia,F06107,I
Solidago altissima,F06108,I
Solidago canadensis,F06109,I
Solidago dahurica,F06110,I
Solidago decurrens,F06111,I
Solidago pacifica,F06112,I
Solidago rugosa,F06113,I
Soliva anthemifolia,F06114,I
Soliva pterosperma,F06115,I
Sonchella dentata,F06116,I
Sonchella stenoma,F06117,I
Sonchus asper,F06118,I
Sonchus brachyotus,F06119,I
Sonchus oleraceus,F06120,I
Sonchus palustris,F06121,I
Sonchus wightianus,F06122,I
Soroseris depressa,F06123,I
Soroseris erysimoides,F06124,I
Soroseris glomerata,F06125,I
Soroseris hookeriana,F06126,I
Soroseris pumila,F06127,I
Soroseris teres,F06128,I
Soroseris umbrella,F06129,I
Sphaeranthus africanus,F06130,I
Sphaeranthus indicus,F06131,I
Sphaeranthus senegalensis,F06132,I
Sphagneticola calendulacea,F06133,I
Sphagneticola trilobata,F06134,I
Sphagneticola × guangdongensis,F06135,I
Stilpnolepis centiflora,F06136,I
Strobocalyx arborea,F06137,I
Strobocalyx bockiana,F06138,I
Strobocalyx chunii,F06139,I
Strobocalyx esculenta,F06140,I
Strobocalyx solanifolia,F06141,I
Strobocalyx sylvatica,F06142,I
Struchium sparganophorum,F06143,I
Symphyllocarpus exilis,F06144,I
Symphyotrichum ciliatum,F06145,I
Symphyotrichum retroflexum,F06146,I
Symphyotrichum subulatum,F06147,I
Syncalathium chrysocephalum,F06148,I
Syncalathium disciforme,F06149,I
Syncalathium kawaguchii,F06150,I
Syncalathium porphyreum,F06151,I
Syncalathium roseum,F06152,I
Synedrella nodiflora,F06153,I
Syneilesis aconitifolia,F06154,I
Syneilesis australis,F06155,I
Syneilesis hayatae,F06156,I
Syneilesis subglabrata,F06157,I
Synotis acuminata,F06158,I
Synotis ainsliaeifolia,F06159,I
Synotis alata,F06160,I
Synotis atractylidifolia,F06161,I
Synotis auriculata,F06162,I
Synotis austroyunnanensis,F06163,I
Synotis birmanica,F06164,I
Synotis brevipappa,F06165,I
Synotis calocephala,F06166,I
Synotis cappa,F06167,I
Synotis cavaleriei,F06168,I
Synotis changiana,F06169,I
Synotis chingiana,F06170,I
Synotis damiaoshanica,F06171,I
Synotis duclouxii,F06172,I
Synotis erythropappa,F06173,I
Synotis fulvipes,F06174,I
Synotis glomerata,F06175,I
Synotis guizhouensis,F06176,I
Synotis hieraciifolia,F06177,I
Synotis ionodasys,F06178,I
Synotis jinshajiangensis,F06179,I
Synotis kunthiana,F06180,I
Synotis longipes,F06181,I
Synotis lucorum,F06182,I
Synotis muliensis,F06183,I
Synotis nagensium,F06184,I
Synotis nayongensis,F06185,I
Synotis nyalamensis,F06186,I
Synotis otophylla,F06187,I
Synotis palmatisecta,F06188,I
Synotis panzhouensis,F06189,I
Synotis pseudoalata,F06190,I
Synotis reniformis,F06191,I
Synotis rufinervis,F06192,I
Synotis saluenensis,F06193,I
Synotis sciatrephes,F06194,I
Synotis setchuenensis,F06195,I
Synotis sinica,F06196,I
Synotis solidaginea,F06197,I
Synotis tetrantha,F06198,I
Synotis triligulata,F06199,I
Synotis vaniotii,F06200,I
Synotis wallichii,F06201,I
Synotis xantholeuca,F06202,I
Synotis xinningensis,F06203,I
Synotis yakoensis,F06204,I
Synotis yui,F06205,I
Synurus deltoides,F06206,I
Syreitschikovia tenuifolia,F06207,I
Tagetes erecta,F06208,I
Tagetes minuta,F06209,I
Taimingasa firma,F06210,I
Takhtajaniantha austriaca,F06211,I
Takhtajaniantha capito,F06212,I
Takhtajaniantha ikonnikovii,F06213,I
Takhtajaniantha mongolica,F06214,I
Takhtajaniantha pseudodivaricata,F06215,I
Takhtajaniantha pusilla,F06216,I
Takhtajaniantha subacaulis,F06217,I
Tanacetum abrotanoides,F06218,I
Tanacetum alatavicum,F06219,I
Tanacetum artemisioides,F06220,I
Tanacetum atkinsonii,F06221,I
Tanacetum barclayanum,F06222,I
Tanacetum cinerariifolium,F06223,I
Tanacetum coccineum,F06224,I
Tanacetum crassipes,F06225,I
Tanacetum falconeri,F06226,I
Tanacetum kaschgarianum,F06227,I
Tanacetum krylovianum,F06228,I
Tanacetum petraeum,F06229,I
Tanacetum pulchrum,F06230,I
Tanacetum richterioides,F06231,I
Tanacetum santolina,F06232,I
Tanacetum scopulorum,F06233,I
Tanacetum tanacetoides,F06234,I
Tanacetum tatsienense,F06235,I
Tanacetum vulgare,F06236,I
Taraxacum abax,F06237,I
Taraxacum abbreviatulum,F06238,I
Taraxacum adglabrum,F06239,I
Taraxacum aeneum,F06240,I
Taraxacum alatopetiolum,F06241,I
Taraxacum albiflos,F06242,I
Taraxacum albomarginatum,F06243,I
